,average_month_invites,average_week_invites,diff_day_first,diff_day_second,diff_days_mean,diff_days_last,diff_days_prelast,diff_test_date_and_last_invite,end_date_clientstart_median,end_date_clientstart_max-min,difference_median_and_max-min,diff_first_lastdt,diff_between_end_date_and_first_client,clients_per_day,clients_invited_last_30_days,clients_invited_last_60_days,clients_invited_last_90_days,clients_invited_last_180_days,clients_invited_last_270_days,clients_invited_last_365_days,churn
13706,5.833333333333333,1.8918918918918919,4.0,8.0,4.757142857142857,8.0,4.0,4,173,333,160,-4.0,337,4.814285714285714,7,11,17,36,62,70,1
13729,1.0,1.0,80.0,-100.0,40.0,80.0,-100.0,465,505,80,-425,0.0,545,272.5,0,0,0,0,0,0,0
13735,2.142857142857143,1.3636363636363635,7.0,13.0,12.333333333333334,1.0,32.0,32,149,185,36,6.0,217,14.466666666666667,0,2,5,12,15,15,1
13741,1.0,1.0,66.0,-100.0,33.0,66.0,-100.0,150,183,66,-117,0.0,216,108.0,0,0,0,1,2,2,0
13761,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,502,502,0,-502,0.0,502,502.0,0,0,0,0,0,0,0
13770,2.0,1.0,24.0,-100.0,12.0,24.0,-100.0,63,75,24,-51,0.0,87,43.5,0,0,2,2,2,2,0
13772,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,156,156,0,-156,0.0,156,156.0,0,0,0,1,1,1,0
13784,1.25,1.0,27.0,14.0,27.5,14.0,22.0,247,411,275,-137,13.0,522,52.2,0,0,0,0,2,4,0
13787,1.0,1.0,43.0,41.0,34.75,55.0,41.0,11,86,139,52,-12.0,150,37.5,1,1,2,4,4,4,1
13813,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,537,537,0,-537,0.0,537,537.0,0,0,0,0,0,0,0
13815,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,389,389,0,-389,0.0,389,389.0,0,0,0,0,0,0,1
13818,1.0,1.0,23.0,-100.0,11.5,23.0,-100.0,365,376,23,-354,0.0,388,194.0,0,0,0,0,0,1,0
13840,1.0,1.0,17.0,38.0,18.333333333333332,38.0,17.0,318,356,55,-301,-21.0,373,124.33333333333333,0,0,0,0,0,2,0
13866,1.0,1.0,23.0,49.0,24.0,49.0,23.0,395,444,72,-372,-26.0,467,155.66666666666666,0,0,0,0,0,0,0
13869,2.0,1.3333333333333333,0.0,2.0,32.666666666666664,52.0,0.0,11,144,392,248,-52.0,403,33.583333333333336,1,1,5,8,8,9,1
13885,1.0,1.0,346.0,-100.0,173.0,346.0,-100.0,100,273,346,73,0.0,446,223.0,0,0,0,1,1,1,1
13892,1.75,1.0,154.0,25.0,71.42857142857143,78.0,76.0,24,343,500,157,76.0,524,74.85714285714286,1,1,1,3,3,5,1
13896,1.0,1.0,37.0,-100.0,18.5,37.0,-100.0,408,426,37,-390,0.0,445,222.5,0,0,0,0,0,0,0
13914,2.0,1.3333333333333333,25.0,29.0,13.5,0.0,29.0,67,81,54,-28,25.0,121,30.25,0,0,2,4,4,4,0
13920,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,107,107,0,-107,0.0,107,107.0,0,0,0,1,1,1,0
13946,1.0,1.0,77.0,-100.0,38.5,77.0,-100.0,429,467,77,-391,0.0,506,253.0,0,0,0,0,0,0,0
13952,1.0,1.0,51.0,-100.0,25.5,51.0,-100.0,43,68,51,-18,0.0,94,47.0,0,1,1,2,2,2,0
13956,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,294,294,0,-294,0.0,294,294.0,0,0,0,0,0,1,0
13960,1.5,1.0,9.0,60.0,23.0,60.0,9.0,199,259,69,-190,-51.0,268,89.33333333333333,0,0,0,0,3,3,0
13962,1.0,1.0,64.0,153.0,72.33333333333333,153.0,64.0,326,479,217,-262,-89.0,543,181.0,0,0,0,0,0,1,0
13972,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,18,18,0,-18,0.0,18,18.0,1,1,1,1,1,1,0
13977,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,39,39,0,-39,0.0,39,39.0,0,1,1,1,1,1,0
13980,1.0,1.0,65.0,-100.0,32.5,65.0,-100.0,339,371,65,-307,0.0,404,202.0,0,0,0,0,0,1,0
13987,1.0,1.0,214.0,-100.0,107.0,214.0,-100.0,137,244,214,-30,0.0,351,175.5,0,0,0,1,1,2,0
14008,1.0,1.0,53.0,4.0,19.0,4.0,53.0,456,460,57,-403,49.0,513,171.0,0,0,0,0,0,0,0
14011,2.0,1.0,13.0,-100.0,6.5,13.0,-100.0,18,24,13,-12,0.0,31,15.5,1,2,2,2,2,2,0
14020,2.0,2.0,0.0,-100.0,0.0,0.0,-100.0,343,343,0,-343,0.0,343,171.5,0,0,0,0,0,2,0
14023,1.0,1.0,16.0,213.0,76.33333333333333,213.0,16.0,25,238,229,-9,-197.0,254,84.66666666666667,1,1,1,1,3,3,0
14037,1.0,1.0,148.0,38.0,52.0,58.0,60.0,155,277,312,35,90.0,467,77.83333333333333,0,0,0,1,2,5,0
14039,23.75,5.7,5.0,3.0,1.5333333333333334,1.0,3.0,77,202,437,235,4.0,514,1.8035087719298246,0,0,8,120,189,224,0
14040,2.0,1.3333333333333333,2.0,5.0,16.25,58.0,5.0,197,257,65,-193,-56.0,262,65.5,0,0,0,0,4,4,1
14041,9.0,4.153846153846154,5.0,2.0,3.2777777777777777,30.0,0.0,110,249,177,-72,-25.0,287,5.314814814814815,0,0,0,4,42,54,1
14050,1.2,1.2,5.0,29.0,38.166666666666664,148.0,6.0,127,301,229,-73,-143.0,356,59.333333333333336,0,0,0,1,1,6,1
14051,3.3333333333333335,1.6666666666666667,15.0,0.0,7.8,0.0,10.0,15,116,156,40,15.0,171,8.55,3,6,7,20,20,20,1
14093,1.0,1.0,52.0,-100.0,26.0,52.0,-100.0,344,370,52,-318,0.0,396,198.0,0,0,0,0,0,1,0
14097,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,405,405,0,-405,0.0,405,405.0,0,0,0,0,0,0,1
14101,2.0,1.0,13.0,-100.0,6.5,13.0,-100.0,130,136,13,-124,0.0,143,71.5,0,0,0,2,2,2,0
14106,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,65,65,0,-65,0.0,65,65.0,0,0,1,1,1,1,0
14110,1.0,1.0,88.0,-100.0,44.0,88.0,-100.0,47,91,88,-3,0.0,135,67.5,0,1,1,2,2,2,0
14121,1.0,1.0,128.0,-100.0,64.0,128.0,-100.0,311,375,128,-247,0.0,439,219.5,0,0,0,0,0,1,1
14123,1.0,1.0,30.0,56.0,36.25,59.0,56.0,12,99,145,46,-29.0,157,39.25,1,1,2,4,4,4,1
14130,2.5,1.6666666666666667,2.0,0.0,21.466666666666665,196.0,29.0,29,324,322,-2,-194.0,351,23.4,1,1,1,1,3,15,0
14144,1.125,1.0,32.0,49.0,52.888888888888886,132.0,37.0,16,308,476,168,-100.0,492,54.666666666666664,1,1,1,2,4,6,1
14146,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,110,110,0,-110,0.0,110,110.0,0,0,0,1,1,1,0
14147,1.0,1.0,8.0,-100.0,4.0,8.0,-100.0,516,520,8,-512,0.0,524,262.0,0,0,0,0,0,0,0
14155,5.75,2.6538461538461537,0.0,188.0,7.449275362318841,1.0,4.0,31,185,514,329,-1.0,545,7.898550724637682,0,4,5,18,63,67,1
14159,1.5555555555555556,1.0769230769230769,87.0,6.0,31.785714285714285,27.0,10.0,44,279,445,166,60.0,489,34.92857142857143,0,1,3,4,7,10,1
14176,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,523,523,0,-523,0.0,523,523.0,0,0,0,0,0,0,0
14193,4.0,1.5,4.0,16.0,5.25,3.0,7.0,43,71,63,-9,1.0,106,8.833333333333334,0,3,10,12,12,12,1
14217,1.0,1.0,20.0,24.0,14.666666666666666,24.0,20.0,209,233,44,-189,-4.0,253,84.33333333333333,0,0,0,0,3,3,0
14251,1.0,1.0,46.0,-100.0,23.0,46.0,-100.0,26,49,46,-3,0.0,72,36.0,1,1,2,2,2,2,1
14267,1.0,1.0,41.0,-100.0,20.5,41.0,-100.0,170,190,41,-150,0.0,211,105.5,0,0,0,1,2,2,0
14274,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,94,94,0,-94,0.0,94,94.0,0,0,0,1,1,1,1
14288,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,64,64,0,-64,0.0,64,64.0,0,0,1,1,1,1,1
14293,1.2,1.2,55.0,108.0,43.666666666666664,0.0,62.0,81,161,262,100,55.0,343,57.166666666666664,0,0,2,4,4,6,1
14302,2.0,1.2,3.0,39.0,11.666666666666666,5.0,21.0,248,275,70,-205,-2.0,318,53.0,0,0,0,0,2,6,0
14315,2.5555555555555554,1.6428571428571428,2.0,0.0,20.608695652173914,23.0,36.0,15,319,474,155,-21.0,489,21.26086956521739,1,2,5,7,9,15,1
14317,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,521,521,0,-521,0.0,521,521.0,0,0,0,0,0,0,0
14318,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,506,506,0,-506,0.0,506,506.0,0,0,0,0,0,0,0
14322,1.0,1.0,8.0,49.0,19.0,19.0,49.0,18,61,76,14,-11.0,94,23.5,1,2,3,4,4,4,0
14330,1.8,1.125,46.0,18.0,20.666666666666668,34.0,0.0,11,74,186,112,12.0,197,21.88888888888889,1,3,6,8,9,9,1
14336,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,156,156,0,-156,0.0,156,156.0,0,0,0,1,1,1,0
14356,1.0,1.0,34.0,33.0,22.333333333333332,33.0,34.0,10,43,67,24,1.0,77,25.666666666666668,1,2,3,3,3,3,0
14357,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,73,73,0,-73,0.0,73,73.0,0,0,1,1,1,1,0
14360,1.5,1.2,2.0,17.0,24.0,74.0,36.0,67,184,144,-41,-72.0,211,35.166666666666664,0,0,1,3,6,6,0
14362,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,11,0,-11,0.0,11,11.0,1,1,1,1,1,1,1
14388,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,253,253,0,-253,0.0,253,253.0,0,0,0,0,1,1,0
14400,1.5,1.5,0.0,64.0,21.333333333333332,64.0,0.0,85,149,64,-85,-64.0,149,49.666666666666664,0,0,1,3,3,3,0
14414,1.3333333333333333,1.0,53.0,35.0,22.75,3.0,35.0,127,147,91,-57,50.0,218,54.5,0,0,0,3,4,4,0
14417,2.4,1.0909090909090908,3.0,11.0,12.75,29.0,21.0,66,169,153,-17,-26.0,219,18.25,0,0,1,8,12,12,1
14422,1.4545454545454546,1.3333333333333333,21.0,62.0,30.5,0.0,68.0,4,181,488,306,21.0,492,30.75,2,2,3,8,10,13,1
14432,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,163,163,0,-163,0.0,163,163.0,0,0,0,1,1,1,0
14435,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,17,17,0,-17,0.0,17,17.0,1,1,1,1,1,1,1
14447,15.555555555555555,4.666666666666667,0.0,2.0,2.4785714285714286,1.0,4.0,5,267,347,80,-1.0,352,2.5142857142857142,8,9,9,12,78,140,1
14455,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,467,467,0,-467,0.0,467,467.0,0,0,0,0,0,0,0
14456,1.6,1.1428571428571428,4.0,58.0,38.5,49.0,83.0,198,334,308,-26,-45.0,506,63.25,0,0,0,0,2,5,1
14458,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,15,15,0,-15,0.0,15,15.0,1,1,1,1,1,1,1
14463,1.7142857142857142,1.3333333333333333,7.0,13.0,26.583333333333332,152.0,0.0,37,277,319,41,-145.0,356,29.666666666666668,0,1,1,1,6,12,1
14466,1.0,1.0,65.0,-100.0,32.5,65.0,-100.0,254,286,65,-222,0.0,319,159.5,0,0,0,0,1,2,0
14469,1.4,1.0,72.0,71.0,32.57142857142857,28.0,27.0,51,260,456,196,44.0,507,36.214285714285715,0,1,2,5,7,12,1
14470,3.6666666666666665,1.6923076923076923,1.0,1.0,6.636363636363637,6.0,2.0,205,266,146,-121,-5.0,351,15.954545454545455,0,0,0,0,11,22,0
14483,1.1818181818181819,1.0833333333333333,16.0,37.0,29.153846153846153,20.0,13.0,31,240,379,139,-4.0,410,31.53846153846154,0,2,3,5,8,11,1
14523,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,270,270,0,-270,0.0,270,270.0,0,0,0,0,1,1,0
14576,2.0,1.0769230769230769,5.0,15.0,21.428571428571427,13.0,27.0,96,193,300,107,-8.0,396,28.285714285714285,0,0,0,7,10,11,1
14581,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,437,437,0,-437,0.0,437,437.0,0,0,0,0,0,0,0
14595,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,19,19,0,-19,0.0,19,19.0,1,1,1,1,1,1,0
14621,1.1111111111111112,1.0,40.0,40.0,26.7,47.0,16.0,4,121,267,145,-7.0,271,27.1,1,2,4,6,9,10,1
14626,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,33,33,0,-33,0.0,33,33.0,0,1,1,1,1,1,0
14635,1.5,1.5,5.0,65.0,18.0,3.0,22.0,47,78,108,29,2.0,155,25.833333333333332,0,2,4,6,6,6,1
14648,1.0,1.0,32.0,10.0,25.5,36.0,20.0,38,121,153,31,-4.0,191,31.833333333333332,0,1,2,5,6,6,1
14649,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,364,364,0,-364,0.0,364,364.0,0,0,0,0,0,1,0
14651,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,519,519,0,-519,0.0,519,519.0,0,0,0,0,0,0,0
14698,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,66,66,0,-66,0.0,66,66.0,0,0,1,1,1,1,0
14721,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,114,114,0,-114,0.0,114,114.0,0,0,0,1,1,1,0
14726,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,164,164,0,-164,0.0,164,164.0,0,0,0,1,1,1,0
14728,1.0,1.0,45.0,-100.0,22.5,45.0,-100.0,491,513,45,-469,0.0,536,268.0,0,0,0,0,0,0,0
14732,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,81,81,0,-81,0.0,81,81.0,0,0,1,1,1,1,1
14734,1.0,1.0,34.0,-100.0,17.0,34.0,-100.0,432,449,34,-415,0.0,466,233.0,0,0,0,0,0,0,0
14755,1.25,1.0,20.0,15.0,18.0,33.0,22.0,109,164,90,-74,-13.0,199,39.8,0,0,0,4,5,5,1
14786,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,72,72,0,-72,0.0,72,72.0,0,0,1,1,1,1,0
14807,1.6,1.0,8.0,7.0,20.0,31.0,57.0,349,476,160,-317,-23.0,509,63.625,0,0,0,0,0,1,0
14810,1.0,1.0,20.0,-100.0,10.0,20.0,-100.0,24,34,20,-14,0.0,44,22.0,1,2,2,2,2,2,0
14838,1.0,1.0,101.0,24.0,40.0,35.0,24.0,37,84,160,76,66.0,197,49.25,0,1,2,3,4,4,0
14844,1.0,1.0,22.0,28.0,16.666666666666668,28.0,22.0,80,108,50,-58,-6.0,130,43.333333333333336,0,0,1,3,3,3,1
14876,2.0,1.0,10.0,-100.0,5.0,10.0,-100.0,159,164,10,-154,0.0,169,84.5,0,0,0,2,2,2,1
14917,1.0,1.0,125.0,-100.0,62.5,125.0,-100.0,134,196,125,-72,0.0,259,129.5,0,0,0,1,2,2,0
14921,1.0,1.0,80.0,344.0,141.33333333333334,344.0,80.0,32,376,424,48,-264.0,456,152.0,0,1,1,1,1,1,0
14922,1.0,1.0,201.0,248.0,117.25,20.0,248.0,25,169,469,300,181.0,494,123.5,1,2,2,2,2,3,0
14958,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,52,52,0,-52,0.0,52,52.0,0,1,1,1,1,1,0
14963,1.5,1.2,34.0,16.0,14.0,1.0,16.0,79,104,84,-21,33.0,163,27.166666666666668,0,0,2,6,6,6,1
14989,2.111111111111111,1.1875,59.0,25.0,25.473684210526315,28.0,15.0,4,336,484,148,31.0,488,25.68421052631579,1,3,4,7,8,11,1
14990,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,338,338,0,-338,0.0,338,338.0,0,0,0,0,0,1,0
15008,1.0,1.0,41.0,-100.0,20.5,41.0,-100.0,266,286,41,-246,0.0,307,153.5,0,0,0,0,1,2,1
15026,1.0,1.0,135.0,-100.0,67.5,135.0,-100.0,322,389,135,-255,0.0,457,228.5,0,0,0,0,0,1,1
15035,1.0,1.0,150.0,-100.0,75.0,150.0,-100.0,365,440,150,-290,0.0,515,257.5,0,0,0,0,0,1,0
15070,1.6666666666666667,1.0,52.0,12.0,34.7,18.0,111.0,36,282,347,65,34.0,383,38.3,0,2,2,3,4,9,0
15131,1.4,1.1666666666666667,63.0,74.0,45.857142857142854,18.0,155.0,21,205,321,116,45.0,342,48.857142857142854,1,2,2,2,5,7,0
15136,1.0,1.0,105.0,-100.0,52.5,105.0,-100.0,92,144,105,-40,0.0,197,98.5,0,0,0,1,2,2,0
15150,1.0,1.0,28.0,39.0,33.8,65.0,37.0,22,124,169,45,-37.0,191,38.2,1,1,2,4,5,5,0
15159,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,31,31,0,-31,0.0,31,31.0,0,1,1,1,1,1,0
15167,1.0,1.0,22.0,36.0,22.75,33.0,36.0,4,55,91,36,-11.0,95,23.75,1,2,3,4,4,4,1
15169,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,318,318,0,-318,0.0,318,318.0,0,0,0,0,0,1,0
15171,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,332,332,0,-332,0.0,332,332.0,0,0,0,0,0,1,0
15173,1.0,1.0,37.0,-100.0,18.5,37.0,-100.0,402,420,37,-384,0.0,439,219.5,0,0,0,0,0,0,0
15177,1.4,1.1666666666666667,74.0,19.0,30.142857142857142,21.0,27.0,107,220,211,-9,53.0,318,45.42857142857143,0,0,0,3,6,7,1
15182,1.5,1.5,0.0,54.0,18.0,54.0,0.0,220,274,54,-220,-54.0,274,91.33333333333333,0,0,0,0,1,3,0
15185,2.0,1.5,1.0,0.0,10.5,20.0,24.0,115,168,63,-105,-19.0,178,29.666666666666668,0,0,0,6,6,6,0
15188,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,351,351,0,-351,0.0,351,351.0,0,0,0,0,0,1,0
15214,1.0,1.0,22.0,41.0,18.5,11.0,41.0,29,60,74,13,11.0,103,25.75,1,2,3,4,4,4,1
15227,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,217,217,0,-217,0.0,217,217.0,0,0,0,0,1,1,0
15235,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,77,77,0,-77,0.0,77,77.0,0,0,1,1,1,1,0
15255,3.142857142857143,1.4666666666666666,69.0,15.0,12.954545454545455,0.0,0.0,4,124,285,161,69.0,289,13.136363636363637,5,5,5,15,21,22,1
15281,1.0,1.0,49.0,65.0,44.5,64.0,65.0,344,440,178,-263,-15.0,522,130.5,0,0,0,0,0,1,0
15284,1.0,1.0,140.0,-100.0,70.0,140.0,-100.0,197,267,140,-127,0.0,337,168.5,0,0,0,0,1,2,0
15289,4.2,1.9090909090909092,0.0,6.0,11.285714285714286,48.0,105.0,157,331,237,-94,-48.0,394,18.761904761904763,0,0,0,1,2,16,0
15292,1.0,1.25,45.0,127.0,72.6,151.0,40.0,32,223,363,140,-106.0,395,79.0,0,1,1,1,3,4,0
15295,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,534,534,0,-534,0.0,534,534.0,0,0,0,0,0,0,0
15314,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,23,23,0,-23,0.0,23,23.0,1,1,1,1,1,1,1
15323,2.0,1.1428571428571428,1.0,117.0,21.875,9.0,30.0,45,91,175,84,-8.0,220,27.5,0,2,4,6,8,8,1
15331,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,279,279,0,-279,0.0,279,279.0,0,0,0,0,0,1,0
15332,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,30,30,0,-30,0.0,30,30.0,1,1,1,1,1,1,0
15334,1.3333333333333333,1.0,15.0,57.0,33.5,62.0,57.0,44,134,134,-1,-47.0,178,44.5,0,1,1,4,4,4,0
15358,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,129,129,0,-129,0.0,129,129.0,0,0,0,1,1,1,0
15362,1.0,1.0,82.0,-100.0,41.0,82.0,-100.0,179,220,82,-138,0.0,261,130.5,0,0,0,1,2,2,0
15366,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,78,78,0,-78,0.0,78,78.0,0,0,1,1,1,1,0
15378,1.2222222222222223,1.0,46.0,33.0,23.545454545454547,13.0,30.0,67,185,259,74,33.0,326,29.636363636363637,0,0,2,5,9,11,0
15394,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,323,323,0,-323,0.0,323,323.0,0,0,0,0,0,1,0
15410,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,125,125,0,-125,0.0,125,125.0,0,0,0,1,1,1,0
15412,1.6666666666666667,1.6666666666666667,0.0,84.0,92.0,14.0,362.0,85,461,460,-1,-14.0,545,109.0,0,0,1,2,2,2,1
15426,1.0,1.0,72.0,55.0,42.333333333333336,55.0,72.0,29,84,127,43,17.0,156,52.0,1,1,2,3,3,3,0
16550,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,17,17,0,-17,0.0,17,17.0,1,1,1,1,1,1,1
16638,2.0,2.0,4.0,-100.0,2.0,4.0,-100.0,11,13,4,-9,0.0,15,7.5,2,2,2,2,2,2,1
16781,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,5,0,-5,0.0,5,5.0,1,1,1,1,1,1,1
17123,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,12,12,0,-12,0.0,12,12.0,1,1,1,1,1,1,0
17188,2.0,2.0,0.0,-100.0,0.0,0.0,-100.0,11,11,0,-11,0.0,11,5.5,2,2,2,2,2,2,0
17238,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,10,10,0,-10,0.0,10,10.0,1,1,1,1,1,1,1
18325,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,12,12,0,-12,0.0,12,12.0,1,1,1,1,1,1,0
18863,4.0,2.0,0.0,8.0,2.0,0.0,8.0,4,8,8,0,0.0,12,3.0,4,4,4,4,4,4,1
19889,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,29,29,0,-29,0.0,29,29.0,1,1,1,1,1,1,1
20106,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,18,18,0,-18,0.0,18,18.0,1,1,1,1,1,1,0
20201,4.0,2.0,4.0,0.0,1.75,3.0,0.0,22,25,7,-18,1.0,29,7.25,4,4,4,4,4,4,1
20235,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,29,29,0,-29,0.0,29,29.0,1,1,1,1,1,1,0
20470,1.0,2.0,3.0,-100.0,1.5,3.0,-100.0,30,31,3,-29,0.0,33,16.5,1,2,2,2,2,2,1
20705,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,10,10,0,-10,0.0,10,10.0,1,1,1,1,1,1,0
20888,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,17,17,0,-17,0.0,17,17.0,1,1,1,1,1,1,1
21423,6.0,3.0,0.0,4.0,0.6666666666666666,0.0,0.0,12,12,4,-8,0.0,16,2.6666666666666665,6,6,6,6,6,6,1
21500,4.5,2.25,1.0,0.0,3.2222222222222223,1.0,9.0,4,22,29,7,0.0,33,3.6666666666666665,6,9,9,9,9,9,1
21724,6.0,2.0,7.0,5.0,2.1666666666666665,0.0,1.0,4,5,13,8,7.0,17,2.8333333333333335,6,6,6,6,6,6,1
21877,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,11,0,-11,0.0,11,11.0,1,1,1,1,1,1,1
22017,2.0,2.0,2.0,-100.0,1.0,2.0,-100.0,23,24,2,-22,0.0,25,12.5,2,2,2,2,2,2,1
22107,2.0,2.0,0.0,-100.0,0.0,0.0,-100.0,22,22,0,-22,0.0,22,11.0,2,2,2,2,2,2,1
22215,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,5,0,-5,0.0,5,5.0,1,1,1,1,1,1,1
22324,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,23,23,0,-23,0.0,23,23.0,1,1,1,1,1,1,1
22510,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,12,12,0,-12,0.0,12,12.0,1,1,1,1,1,1,0
22563,2.0,1.0,5.0,-100.0,2.5,5.0,-100.0,11,13,5,-9,0.0,16,8.0,2,2,2,2,2,2,0
22678,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,5,0,-5,0.0,5,5.0,1,1,1,1,1,1,1
23008,37.0,9.25,6.0,0.0,0.6756756756756757,0.0,0.0,4,5,25,20,6.0,29,0.7837837837837838,37,37,37,37,37,37,1
23135,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,4,0,-4,0.0,4,4.0,1,1,1,1,1,1,0
23628,13.0,4.333333333333333,1.0,4.0,1.0,5.0,0.0,10,15,13,-2,-4.0,23,1.7692307692307692,13,13,13,13,13,13,1
24279,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4,4,0,-4,0.0,4,0.8,5,5,5,5,5,5,1
24367,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,10,10,0,-10,0.0,10,10.0,1,1,1,1,1,1,1
24778,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,22,22,0,-22,0.0,22,22.0,1,1,1,1,1,1,1
24784,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,29,29,0,-29,0.0,29,29.0,1,1,1,1,1,1,0
25451,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,5,0,-5,0.0,5,5.0,1,1,1,1,1,1,1
25853,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,23,23,0,-23,0.0,23,23.0,1,1,1,1,1,1,0
25971,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,24,24,0,-24,0.0,24,24.0,1,1,1,1,1,1,1
26127,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,10,10,0,-10,0.0,10,10.0,1,1,1,1,1,1,0
26267,3.0,1.5,0.0,6.0,2.0,6.0,0.0,17,23,6,-17,-6.0,23,7.666666666666667,3,3,3,3,3,3,1
26364,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,23,23,0,-23,0.0,23,23.0,1,1,1,1,1,1,0
26451,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,11,0,-11,0.0,11,11.0,1,1,1,1,1,1,0
26483,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,23,23,0,-23,0.0,23,23.0,1,1,1,1,1,1,1
26854,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,19,19,0,-19,0.0,19,19.0,1,1,1,1,1,1,1
27126,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,16,16,0,-16,0.0,16,16.0,1,1,1,1,1,1,0
27442,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,11,0,-11,0.0,11,11.0,1,1,1,1,1,1,0
