clientbankpartner_pin,client_pin,partner_src_type_ccode,client_start_date,partnerrolestart_date
3703,175715,5,2019-09-24,2019-03-01
2029,175721,5,2019-09-25,2019-03-01
147210,175723,4,2019-09-25,2019-05-01
3680,175733,5,2019-09-18,2019-02-01
141828,175736,4,2019-09-17,2019-06-01
3680,175743,5,2019-09-17,2019-02-01
169900,175744,4,2019-09-18,2019-08-01
141828,175745,4,2019-09-21,2019-06-01
141828,175753,4,2019-09-17,2019-06-01
141828,175758,4,2019-09-22,2019-06-01
169900,175762,4,2019-09-28,2019-08-01
4057,175771,5,2019-09-18,2019-05-01
143669,175774,4,2019-09-30,2019-05-01
4122,175783,5,2019-09-18,2019-06-01
4099,175784,5,2019-09-17,2019-05-01
141828,175790,4,2019-09-17,2019-06-01
3199,175797,5,2019-09-17,2019-06-01
4054,175804,5,2019-09-17,2019-06-01
2993,175805,5,2019-09-18,2019-02-01
180070,175809,4,2019-09-25,2019-09-01
141828,175810,4,2019-09-17,2019-06-01
139657,175820,4,2019-09-17,2019-06-01
3854,175821,5,2019-09-23,2019-01-01
11294,175824,1,2019-09-18,2019-06-01
3929,175825,5,2019-11-04,2019-02-01
126843,175829,1,2019-09-17,2019-05-01
118530,175831,4,2019-09-19,2019-07-01
2210,175834,5,2019-09-18,2019-07-01
11294,175847,1,2019-09-18,2019-06-01
11294,175848,1,2019-09-19,2019-06-01
11294,175849,1,2019-09-21,2019-06-01
158358,175850,1,2019-10-18,2019-07-01
126256,175852,4,2019-09-17,2019-03-01
11294,175862,1,2019-09-19,2019-06-01
4057,175866,5,2019-09-21,2019-05-01
180070,175869,4,2019-09-25,2019-09-01
11294,175872,1,2019-09-19,2019-06-01
126256,175873,4,2019-09-23,2019-03-01
4057,175880,5,2019-09-21,2019-05-01
126843,175884,1,2019-09-25,2019-05-01
119426,175887,1,2019-09-22,2019-03-01
121385,175888,4,2019-09-24,2019-09-01
126256,175891,4,2019-09-21,2019-03-01
119426,175894,1,2019-09-23,2019-03-01
12336,175903,1,2020-09-17,2020-07-01
180808,175904,4,2019-09-17,2019-09-01
169627,175914,4,2019-09-17,2019-08-01
173551,175927,4,2019-09-23,2019-09-01
126256,175929,4,2019-09-20,2019-03-01
117744,175933,1,2019-09-24,2019-05-01
4057,175938,5,2019-09-21,2019-05-01
175948,175949,1,2020-06-26,2019-09-01
175948,175949,1,2020-02-25,2019-09-01
11294,175963,1,2019-09-21,2019-06-01
14293,175965,4,2019-09-24,2019-07-01
135070,175966,4,2019-10-22,2019-08-01
8613,175967,1,2019-09-30,2019-03-01
11294,175974,1,2019-09-21,2019-06-01
180070,175980,4,2019-09-23,2019-09-01
126256,175987,4,2019-09-21,2019-03-01
122002,175997,4,2019-09-25,2019-02-01
9406,176001,4,2019-09-18,2019-03-01
121346,176012,4,2019-09-24,2019-01-01
121346,176026,4,2019-09-24,2019-01-01
117744,176028,1,2019-09-28,2019-05-01
8613,176033,1,2019-09-18,2019-03-01
122532,176037,1,2019-09-24,2019-04-01
117705,176039,1,2019-09-21,2019-06-01
167195,176043,4,2019-09-22,2019-07-01
122532,176050,1,2019-09-24,2019-04-01
118866,176059,1,2019-09-25,2019-02-01
7642,176060,1,2019-09-22,2019-05-01
137704,176067,4,2019-09-23,2019-05-01
147275,176069,4,2019-09-21,2019-05-01
4402,176074,5,2019-09-23,2019-08-01
173025,176075,4,2019-09-18,2019-08-01
1494,176080,5,2019-09-21,2019-04-01
175612,176088,1,2019-09-18,2019-09-01
121237,176109,4,2019-09-21,2019-01-01
1258,176112,5,2019-09-18,2019-04-01
206,176124,5,2019-09-18,2019-05-01
8550,176130,1,2019-09-18,2018-12-01
956,176132,5,2019-09-18,2019-08-01
145248,176138,4,2019-09-18,2019-08-01
4071,176139,5,2019-09-28,2019-04-01
155163,176143,4,2019-10-27,2019-06-01
4071,176144,5,2019-09-21,2019-04-01
165665,176152,4,2019-09-19,2019-09-01
9406,176161,4,2019-09-18,2019-03-01
122021,176166,1,2019-09-23,2019-03-01
956,176168,5,2019-09-18,2019-08-01
4057,176170,5,2019-09-22,2019-05-01
117705,176179,1,2019-09-21,2019-06-01
122959,176190,4,2019-09-21,2019-09-01
125112,176191,1,2019-09-23,2019-02-01
126256,176198,4,2019-09-18,2019-03-01
7642,176201,1,2019-09-28,2019-05-01
162927,176204,4,2019-09-20,2019-08-01
126256,176213,4,2019-09-18,2019-03-01
9406,176218,4,2019-09-21,2019-03-01
144372,176224,4,2019-09-18,2019-06-01
162927,176244,4,2019-09-18,2019-08-01
169627,176245,4,2019-09-18,2019-08-01
167912,176264,1,2019-09-18,2019-09-01
7176,176274,1,2019-09-19,2019-09-01
167912,176277,1,2019-09-18,2019-09-01
158849,176286,4,2019-09-21,2019-06-01
126843,176289,1,2019-10-12,2019-05-01
4102,176337,5,2019-09-22,2019-06-01
8613,176346,1,2019-10-27,2019-03-01
122002,176349,4,2019-09-21,2019-02-01
8613,176350,1,2019-10-06,2019-03-01
119908,176356,4,2019-09-25,2019-06-01
170389,176357,4,2019-09-21,2019-08-01
147944,176358,4,2019-09-25,2019-05-01
4102,176359,5,2019-09-21,2019-06-01
120840,176361,1,2019-09-23,2019-04-01
162900,176376,4,2019-09-24,2019-08-01
956,176384,5,2019-09-24,2019-08-01
4054,176391,5,2019-09-28,2019-06-01
121908,176405,1,2019-09-25,2019-02-01
166843,176411,4,2019-09-21,2019-08-01
169627,176412,4,2019-09-23,2019-08-01
174230,176415,4,2020-03-28,2020-03-01
126256,176416,4,2019-09-18,2019-03-01
1494,176419,5,2019-09-21,2019-04-01
12163,176422,4,2019-09-21,2019-06-01
117955,176433,4,2019-09-24,2019-05-01
12163,176436,4,2019-09-21,2019-06-01
4394,176442,5,2019-09-18,2019-08-01
12163,176444,4,2019-09-21,2019-06-01
1494,176446,5,2019-09-21,2019-04-01
1413,176447,5,2019-09-22,2019-08-01
14422,176480,1,2019-09-18,2019-02-01
126843,176482,1,2019-09-21,2019-05-01
174039,176483,4,2019-09-23,2019-08-01
4054,176485,5,2019-09-21,2019-06-01
126256,176491,4,2019-09-18,2019-03-01
3199,176496,5,2019-09-18,2019-06-01
14463,176497,4,2019-09-18,2019-09-01
7642,176504,1,2019-09-21,2019-05-01
117705,176511,1,2019-09-21,2019-06-01
136412,176515,1,2019-09-25,2019-04-01
143469,176521,1,2019-09-22,2019-06-01
7642,176530,1,2019-09-22,2019-05-01
7642,176535,1,2019-09-22,2019-05-01
117705,176536,1,2019-09-21,2019-06-01
3879,176542,5,2019-09-18,2019-01-01
7642,176550,1,2019-09-22,2019-05-01
121576,176553,4,2019-09-19,2019-09-01
121532,176563,4,2019-09-29,2019-05-01
503,176564,5,2019-09-19,2019-06-01
1087,176567,5,2019-09-18,2019-05-01
206126,176574,4,2020-11-17,2020-09-01
120794,176589,1,2019-09-29,2018-12-01
144578,176596,4,2019-09-24,2019-09-01
181261,176598,4,2020-06-07,2019-08-01
169627,176603,4,2019-09-21,2019-08-01
167285,176604,4,2019-09-21,2019-07-01
126843,176605,1,2019-09-30,2019-05-01
169627,176611,4,2019-09-21,2019-08-01
1413,176628,5,2019-09-21,2019-08-01
11294,176637,1,2019-09-19,2019-06-01
11294,176638,1,2019-09-19,2019-06-01
11294,176639,1,2019-09-19,2019-06-01
11294,176640,1,2019-09-19,2019-06-01
168682,176642,4,2020-11-23,2019-08-01
147944,176652,4,2019-09-21,2019-05-01
1815,176664,5,2019-09-24,2019-09-01
6853,176671,4,2019-09-19,2019-09-01
121589,176674,4,2019-09-25,2019-01-01
117743,176683,1,2019-09-25,2019-05-01
183362,176686,1,2020-04-21,2019-09-01
3680,176697,5,2019-09-30,2019-02-01
1494,176711,5,2019-09-22,2019-04-01
270277,176715,4,2020-06-22,2020-04-01
1494,176722,5,2019-09-23,2019-04-01
125448,176731,4,2019-09-25,2019-04-01
122532,176734,1,2019-09-23,2019-04-01
5941,176735,4,2020-06-01,2020-05-01
121522,176746,4,2019-09-28,2019-02-01
136777,176753,1,2019-09-30,2019-04-01
118401,176756,4,2019-10-05,2019-08-01
159146,176771,4,2019-10-04,2019-06-01
122532,176782,1,2019-09-21,2019-04-01
3680,176784,5,2019-10-01,2019-02-01
126843,176793,1,2019-09-21,2019-05-01
8922,176796,1,2019-09-21,2019-02-01
159050,176800,4,2019-09-21,2019-08-01
3958,176816,5,2019-09-21,2019-06-01
126197,176819,4,2019-09-21,2019-07-01
125693,176825,4,2019-11-05,2019-04-01
125693,176825,4,2019-09-22,2019-04-01
120715,176826,4,2019-09-22,2018-12-01
136777,176828,1,2019-09-30,2019-04-01
169627,176834,4,2019-09-21,2019-08-01
3199,176841,5,2019-09-21,2019-06-01
125581,176848,1,2019-09-22,2019-03-01
120715,176856,4,2019-09-22,2018-12-01
157329,176859,4,2019-09-28,2019-08-01
121237,176863,4,2019-10-01,2019-01-01
4054,176878,5,2019-09-21,2019-06-01
1494,176881,5,2019-09-21,2019-04-01
159970,176884,4,2019-09-21,2019-08-01
145248,176891,4,2019-09-25,2019-08-01
126197,176897,4,2019-09-25,2019-07-01
161885,176902,4,2019-09-25,2019-08-01
162474,176903,4,2019-10-18,2019-08-01
121827,176910,4,2019-09-22,2019-01-01
141828,176911,4,2019-09-21,2019-06-01
14447,176916,1,2019-10-29,2019-09-01
120322,176920,4,2019-09-28,2019-09-01
141828,176927,4,2019-09-24,2019-06-01
141828,176931,4,2019-09-30,2019-06-01
141828,176933,4,2019-09-21,2019-06-01
141828,176934,4,2019-09-30,2019-06-01
4102,176935,5,2019-09-29,2019-06-01
140650,176939,4,2019-09-21,2019-06-01
141828,176940,4,2019-09-30,2019-06-01
141828,176941,4,2019-09-21,2019-06-01
141828,176948,4,2019-09-21,2019-06-01
165358,176959,4,2019-09-30,2019-07-01
169627,176961,4,2019-09-21,2019-08-01
141828,176962,4,2019-09-21,2019-06-01
121390,176968,4,2019-09-30,2019-02-01
121519,176975,4,2019-09-21,2019-02-01
1115,176976,5,2020-08-22,2020-08-01
1887,176977,5,2020-09-03,2019-01-01
121519,176983,4,2019-09-21,2019-02-01
956,176990,5,2019-09-22,2019-08-01
14989,176992,1,2019-09-28,2018-12-01
118923,176997,4,2020-08-15,2020-06-01
1494,176999,5,2019-09-24,2019-04-01
3716,177006,5,2019-09-21,2019-03-01
166843,177007,4,2019-09-21,2019-08-01
4054,177011,5,2019-09-21,2019-06-01
126256,177015,4,2019-09-21,2019-03-01
1494,177017,5,2019-09-24,2019-04-01
121385,177020,4,2019-09-22,2019-09-01
126843,177023,1,2019-09-23,2019-05-01
162927,177025,4,2019-09-24,2019-08-01
1494,177030,5,2019-09-22,2019-04-01
185471,177031,1,2019-09-23,2019-09-01
185471,177038,1,2019-09-23,2019-09-01
185471,177041,1,2019-09-23,2019-09-01
185471,177046,1,2019-09-23,2019-09-01
126256,177047,4,2019-09-22,2019-03-01
185471,177049,1,2019-09-23,2019-09-01
126256,177055,4,2019-09-22,2019-03-01
126256,177057,4,2019-09-22,2019-03-01
169818,177066,4,2019-09-29,2019-08-01
120715,177078,4,2019-09-22,2018-12-01
169818,177087,4,2019-09-29,2019-08-01
120715,177093,4,2019-09-22,2018-12-01
125448,177094,4,2019-09-25,2019-04-01
168045,177097,4,2019-09-24,2019-07-01
169818,177114,4,2019-09-30,2019-08-01
1690,177115,5,2019-09-22,2019-02-01
4384,177116,5,2019-10-01,2019-09-01
123708,177121,1,2019-10-11,2019-06-01
4102,177122,5,2019-09-22,2019-06-01
3854,177125,5,2019-09-29,2019-01-01
133772,177133,4,2020-02-25,2019-12-01
162474,177139,4,2019-09-30,2019-08-01
120322,177148,4,2019-09-22,2019-09-01
9942,177153,4,2019-09-21,2019-09-01
956,177161,5,2019-09-30,2019-08-01
594,177164,5,2019-09-21,2019-04-01
120741,177177,1,2019-09-21,2018-12-01
3898,177178,5,2019-09-22,2019-01-01
120322,177194,4,2019-09-21,2019-09-01
167285,177198,4,2019-09-22,2019-07-01
167847,177204,4,2019-09-21,2019-07-01
117705,177220,1,2019-09-25,2019-06-01
117705,177221,1,2019-09-25,2019-06-01
130773,177228,1,2019-09-22,2019-03-01
122896,177229,4,2019-09-30,2019-07-01
121333,177230,1,2019-10-22,2019-01-01
122532,177236,1,2019-09-23,2019-04-01
4421,177244,5,2019-09-21,2019-09-01
3504,177252,5,2019-09-22,2019-04-01
128464,177257,4,2019-09-30,2019-04-01
118459,177264,4,2019-09-22,2019-03-01
121532,177272,4,2019-09-29,2019-05-01
136412,177285,1,2019-11-20,2019-04-01
4054,177288,5,2019-09-24,2019-06-01
4057,177296,5,2019-09-22,2019-05-01
3147,177301,5,2019-09-28,2019-09-01
956,177305,5,2019-09-22,2019-08-01
118866,177307,1,2019-09-23,2019-02-01
118866,177308,1,2019-09-23,2019-02-01
148265,177309,4,2019-09-22,2019-08-01
1494,177316,5,2019-09-22,2019-04-01
169938,177320,4,2019-12-23,2019-08-01
169818,177325,4,2019-09-30,2019-08-01
7642,177338,1,2019-09-28,2019-05-01
1494,177341,5,2019-09-22,2019-04-01
130756,177347,1,2020-01-22,2019-03-01
126256,177358,4,2019-09-22,2019-03-01
181261,177359,4,2019-09-24,2019-08-01
126256,177362,4,2019-09-22,2019-03-01
121532,177366,4,2019-09-30,2019-05-01
126256,177368,4,2019-09-22,2019-03-01
131011,177371,4,2019-09-30,2019-03-01
121235,177373,1,2019-09-22,2018-12-01
181261,177374,4,2019-09-23,2019-08-01
169818,177377,4,2019-09-30,2019-08-01
9406,177379,4,2019-09-22,2019-03-01
181261,177380,4,2019-09-23,2019-08-01
126256,177381,4,2019-09-22,2019-03-01
503,177383,5,2019-09-22,2019-06-01
126256,177385,4,2019-09-22,2019-03-01
181261,177388,4,2019-09-23,2019-08-01
126843,177391,1,2019-09-22,2019-05-01
121401,177409,4,2019-09-23,2019-01-01
121401,177416,4,2019-09-22,2019-01-01
121519,177425,4,2019-09-22,2019-02-01
4102,177428,5,2019-09-22,2019-06-01
158195,177430,4,2019-09-28,2019-07-01
121401,177434,4,2019-09-23,2019-01-01
120583,177439,4,2019-10-21,2019-09-01
121518,177447,1,2019-09-23,2019-02-01
4054,177448,5,2019-09-24,2019-06-01
121518,177449,1,2019-09-23,2019-02-01
136412,177451,1,2019-09-30,2019-04-01
136412,177453,1,2019-10-11,2019-04-01
121401,177454,4,2019-09-22,2019-01-01
153497,177460,4,2019-09-23,2019-07-01
3690,177472,5,2019-09-30,2019-06-01
133772,177474,4,2020-02-29,2019-12-01
4169,177477,5,2019-09-24,2019-05-01
126843,177483,1,2019-09-24,2019-05-01
148101,177487,1,2019-10-30,2019-08-01
530,177489,5,2019-09-29,2019-08-01
135070,177501,4,2019-10-07,2019-08-01
124838,177503,4,2019-09-22,2019-03-01
2140,177512,5,2019-09-29,2019-05-01
4057,177514,5,2019-09-22,2019-05-01
118590,177520,4,2019-09-22,2019-04-01
148265,177531,4,2019-09-22,2019-08-01
135070,177532,4,2019-09-25,2019-08-01
1494,177536,5,2019-09-24,2019-04-01
124475,177537,4,2019-09-23,2019-08-01
119186,177539,4,2020-11-02,2019-12-01
1494,177542,5,2019-10-01,2019-04-01
8613,177546,1,2019-09-22,2019-03-01
130756,177568,1,2019-09-22,2019-03-01
1815,177569,5,2019-09-22,2019-09-01
120715,177575,4,2019-09-30,2018-12-01
120715,177578,4,2019-09-30,2018-12-01
6349,177583,1,2019-09-22,2019-07-01
2024,177592,5,2019-09-22,2019-02-01
121827,177599,4,2019-09-25,2019-01-01
126843,177627,1,2019-09-22,2019-05-01
162098,177633,4,2019-09-22,2019-09-01
125448,177634,4,2019-09-22,2019-04-01
4137,177639,5,2019-09-29,2019-05-01
1217,177641,5,2019-09-22,2019-08-01
120322,177642,4,2019-09-29,2019-09-01
3041,177653,5,2019-09-24,2019-09-01
169818,177654,4,2019-09-29,2019-08-01
4057,177661,5,2019-11-18,2019-05-01
4074,177663,5,2019-09-22,2019-09-01
127585,177664,3,2019-09-29,2019-04-01
7176,177675,1,2019-09-22,2019-09-01
140650,177691,4,2019-09-25,2019-06-01
179829,177698,4,2019-09-23,2019-08-01
121401,177704,4,2019-09-23,2019-01-01
126256,177708,4,2019-09-23,2019-03-01
4137,177716,5,2019-09-23,2019-05-01
120953,177734,4,2019-10-04,2018-12-01
121333,177743,1,2019-09-24,2019-01-01
180070,177749,4,2019-10-04,2019-09-01
8613,177762,1,2019-10-12,2019-03-01
121401,177778,4,2019-09-22,2019-01-01
121174,177787,1,2019-09-15,2018-12-01
159970,177799,4,2019-08-18,2019-08-01
120715,177802,4,2019-08-21,2018-12-01
126197,177803,4,2019-09-11,2019-07-01
121390,177805,4,2019-08-21,2019-02-01
121237,177808,4,2019-08-21,2019-01-01
10270,177814,1,2019-08-18,2019-02-01
121579,177815,4,2019-08-28,2018-12-01
118082,177820,4,2019-08-28,2019-05-01
121390,177823,4,2019-08-21,2019-02-01
158358,177824,1,2019-08-22,2019-07-01
158358,177840,1,2019-08-22,2019-07-01
594,177841,5,2019-08-25,2019-04-01
3729,177854,5,2019-08-18,2019-03-01
120738,177855,4,2019-09-02,2018-12-01
213275,177857,4,2020-02-01,2020-01-01
4054,177862,5,2019-09-01,2019-06-01
121401,177864,4,2019-08-27,2019-01-01
119958,177865,4,2019-08-21,2019-04-01
6620,177871,4,2019-08-18,2019-07-01
137145,177872,4,2019-11-20,2019-04-01
4094,177880,5,2019-08-18,2019-04-01
1064,177887,5,2020-10-18,2020-06-01
1101,177888,5,2019-08-25,2019-07-01
1101,177889,5,2019-08-25,2019-07-01
159970,177905,4,2019-08-19,2019-08-01
165978,177909,4,2019-08-22,2019-07-01
120715,177919,4,2019-08-18,2018-12-01
137231,177927,4,2019-08-24,2019-07-01
3997,177929,5,2019-08-18,2019-06-01
127585,177938,3,2019-09-14,2019-04-01
136412,177941,1,2019-08-28,2019-04-01
270277,177948,4,2020-09-17,2020-04-01
13173,177957,4,2019-08-28,2019-06-01
130756,177962,1,2019-10-19,2019-03-01
158849,177965,4,2019-08-25,2019-06-01
120715,177983,4,2019-08-27,2018-12-01
127585,177994,3,2019-08-18,2019-04-01
135840,177998,4,2019-08-21,2019-04-01
147944,178010,4,2019-08-18,2019-05-01
4443,178016,5,2020-08-22,2019-11-01
3680,178016,5,2019-08-18,2019-02-01
159970,178017,4,2019-08-21,2019-08-01
133336,178023,4,2020-10-12,2020-03-01
159970,178024,4,2019-08-21,2019-08-01
159970,178025,4,2019-08-18,2019-08-01
159970,178026,4,2019-08-21,2019-08-01
10050,178027,4,2019-09-05,2019-05-01
140081,178028,4,2019-08-28,2019-05-01
159970,178031,4,2019-08-21,2019-08-01
159970,178032,4,2019-08-18,2019-08-01
140854,178036,4,2019-08-18,2019-06-01
159970,178037,4,2019-08-18,2019-08-01
159970,178038,4,2019-08-18,2019-08-01
125445,178041,4,2019-08-21,2019-07-01
137450,178042,4,2019-09-02,2019-04-01
126843,178044,1,2019-08-18,2019-05-01
159970,178055,4,2019-08-18,2019-08-01
151681,178062,4,2019-08-25,2019-07-01
2967,178067,5,2019-08-18,2019-06-01
503,178073,5,2019-08-18,2019-06-01
137145,178105,4,2019-08-25,2019-04-01
2753,178110,5,2019-08-18,2019-02-01
14989,178113,1,2019-08-25,2018-12-01
137145,178116,4,2019-08-24,2019-04-01
169627,178132,4,2020-09-22,2019-08-01
120715,178140,4,2019-08-21,2018-12-01
129215,178141,4,2019-08-18,2019-04-01
1566,178143,5,2020-02-22,2019-07-01
137503,178145,4,2019-08-24,2019-04-01
1827,178147,5,2019-08-21,2019-08-01
6620,178152,4,2019-09-10,2019-07-01
122524,178171,4,2019-09-02,2019-03-01
121335,178176,1,2019-09-03,2019-02-01
270277,178180,4,2020-10-24,2020-04-01
121237,178183,4,2019-08-24,2019-01-01
270277,178190,4,2020-08-13,2020-04-01
270277,178201,4,2020-05-07,2020-04-01
4102,178202,5,2019-08-24,2019-06-01
10082,178203,4,2019-08-28,2019-01-01
123708,178207,1,2019-08-22,2019-06-01
3778,178265,5,2019-08-18,2019-04-01
121401,178273,4,2019-08-21,2019-01-01
174095,178279,4,2019-08-18,2019-08-01
120741,178291,1,2019-08-18,2018-12-01
121532,178292,4,2019-09-03,2019-05-01
138877,178304,4,2019-08-18,2019-06-01
145608,178310,4,2019-08-22,2019-05-01
121518,178311,1,2019-09-02,2019-02-01
136412,178321,1,2019-08-28,2019-04-01
118401,178326,4,2019-08-25,2019-08-01
1413,178327,5,2019-09-17,2019-08-01
121704,178331,4,2019-09-09,2019-01-01
3504,178340,5,2019-08-21,2019-04-01
126435,178345,1,2019-09-03,2019-03-01
6620,178347,4,2019-08-18,2019-07-01
159970,178352,4,2019-08-18,2019-08-01
125585,178355,1,2019-08-21,2019-02-01
6620,178360,4,2019-09-04,2019-07-01
141828,178362,4,2019-08-22,2019-06-01
120422,178369,4,2019-08-24,2019-03-01
121450,178375,1,2019-08-18,2019-02-01
2138,178382,5,2019-08-22,2019-04-01
1413,178383,5,2019-08-22,2019-08-01
141828,178384,4,2019-09-05,2019-06-01
144580,178385,4,2019-08-21,2019-05-01
119908,178386,4,2019-08-21,2019-06-01
141828,178388,4,2019-08-22,2019-06-01
1413,178405,5,2019-09-03,2019-08-01
1688,178415,5,2020-05-10,2019-03-01
2150,178416,5,2019-09-03,2019-08-01
6828,178424,1,2019-08-21,2019-05-01
503,178438,5,2019-08-20,2019-06-01
4102,178449,5,2019-08-21,2019-06-01
169428,178464,4,2020-10-14,2019-09-01
121401,178472,4,2019-08-21,2019-01-01
121401,178473,4,2019-08-21,2019-01-01
152019,178475,4,2020-03-30,2019-10-01
125229,178480,4,2019-08-20,2019-02-01
6620,178482,4,2019-09-03,2019-07-01
503,178487,5,2019-08-21,2019-06-01
137145,178489,4,2019-09-02,2019-04-01
4435,178491,5,2020-11-18,2020-07-01
130085,178508,4,2019-09-02,2019-04-01
2050,178520,5,2019-08-28,2019-04-01
139657,178521,4,2019-08-22,2019-06-01
3933,178522,5,2019-09-09,2019-02-01
2993,178531,5,2019-08-22,2019-02-01
11294,178532,1,2019-08-21,2019-06-01
250342,178537,4,2020-04-19,2020-02-01
11294,178543,1,2019-08-21,2019-06-01
121963,178547,1,2019-08-25,2019-01-01
169938,178549,4,2019-09-30,2019-08-01
503,178555,5,2019-09-01,2019-06-01
8842,178560,4,2019-08-22,2019-02-01
11294,178563,1,2019-08-21,2019-06-01
125319,178566,4,2019-09-03,2019-07-01
121210,178570,4,2019-09-02,2018-12-01
151941,178571,4,2019-08-22,2019-07-01
8550,178579,1,2019-09-01,2018-12-01
117744,178586,1,2019-08-28,2019-05-01
11294,178588,1,2019-08-22,2019-06-01
4013,178595,5,2019-08-21,2019-06-01
4102,178598,5,2019-08-21,2019-06-01
125171,178605,4,2020-07-26,2019-02-01
122532,178607,1,2019-08-28,2019-04-01
119712,178614,4,2019-09-02,2019-04-01
139168,178622,4,2019-08-21,2019-06-01
121908,178623,1,2019-08-25,2019-02-01
178480,178624,4,2019-08-24,2019-08-01
3898,178644,5,2019-08-21,2019-01-01
13173,178646,4,2019-09-14,2019-06-01
119712,178652,4,2019-09-03,2019-04-01
117705,178653,1,2019-08-21,2019-06-01
144516,178664,1,2019-08-22,2019-05-01
249250,178665,4,2020-09-15,2020-03-01
2756,178672,5,2019-08-23,2019-02-01
121237,178674,4,2019-08-28,2019-01-01
167195,178677,4,2019-08-26,2019-07-01
2756,178680,5,2019-08-23,2019-02-01
10270,178684,1,2019-08-21,2019-02-01
120545,178687,1,2019-08-21,2019-05-01
117705,178692,1,2019-08-21,2019-06-01
121237,178695,4,2019-09-15,2019-01-01
173423,178714,4,2019-09-10,2019-08-01
145228,178723,4,2019-09-02,2019-05-01
120545,178725,1,2019-08-21,2019-05-01
5506,178727,4,2019-08-21,2019-05-01
119679,178733,1,2019-08-22,2019-02-01
6620,178748,4,2019-08-21,2019-07-01
1887,178779,5,2020-01-01,2019-01-01
1373,178782,5,2019-09-05,2019-03-01
126256,178785,4,2019-09-11,2019-03-01
145720,178786,1,2019-10-21,2019-05-01
120840,178787,1,2019-09-01,2019-04-01
11285,178791,4,2019-08-21,2018-12-01
4054,178793,5,2019-08-28,2019-06-01
4054,178794,5,2019-08-24,2019-06-01
139319,178797,1,2019-10-08,2019-06-01
2993,178804,5,2019-08-21,2019-02-01
3980,178805,5,2019-08-22,2019-06-01
3380,178807,5,2019-08-21,2019-04-01
168325,178814,4,2019-09-30,2019-09-01
3504,178830,5,2019-08-24,2019-04-01
137145,178831,4,2019-09-14,2019-04-01
126256,178838,4,2019-08-21,2019-03-01
156791,178839,4,2019-08-21,2019-06-01
137145,178858,4,2019-09-03,2019-04-01
134513,178862,4,2019-09-05,2019-04-01
176815,178882,4,2020-01-27,2019-09-01
10270,178886,1,2019-09-01,2019-02-01
11319,178895,1,2019-08-24,2019-03-01
219591,178896,4,2020-07-20,2019-12-01
120113,178904,4,2019-08-24,2019-02-01
130756,178905,1,2019-08-25,2019-03-01
2024,178911,5,2019-08-22,2019-02-01
121532,178917,4,2019-09-02,2019-05-01
3380,178929,5,2019-08-24,2019-04-01
117705,178931,1,2019-08-22,2019-06-01
121401,178936,4,2019-08-25,2019-01-01
121689,178940,4,2019-08-22,2019-08-01
117705,178941,1,2019-08-22,2019-06-01
3854,178947,5,2019-09-01,2019-01-01
6620,178960,4,2019-09-02,2019-07-01
4137,178974,5,2019-08-24,2019-05-01
125209,178975,4,2019-08-21,2019-02-01
11294,178978,1,2019-08-22,2019-06-01
4054,178983,5,2019-08-22,2019-06-01
125209,178988,4,2019-08-21,2019-02-01
4057,178995,5,2019-08-22,2019-05-01
11294,179001,1,2019-08-22,2019-06-01
3740,179003,5,2019-08-24,2019-04-01
11294,179008,1,2019-08-22,2019-06-01
121235,179012,1,2019-08-22,2018-12-01
11294,179013,1,2019-08-22,2019-06-01
119908,179016,4,2020-07-27,2019-06-01
162927,179017,4,2019-08-22,2019-08-01
125209,179019,4,2019-08-21,2019-02-01
162927,179026,4,2019-08-25,2019-08-01
11294,179028,1,2019-08-22,2019-06-01
162927,179029,4,2019-08-24,2019-08-01
118089,179032,4,2019-08-24,2019-01-01
166656,179035,4,2019-08-24,2019-07-01
11294,179037,1,2019-08-22,2019-06-01
122016,179050,1,2019-09-09,2019-01-01
119997,179054,4,2020-01-15,2019-11-01
4169,179058,5,2019-08-22,2019-05-01
1700,179061,5,2019-08-25,2019-01-01
147275,179062,4,2019-08-24,2019-05-01
146785,179067,4,2019-09-01,2019-08-01
3680,179072,5,2019-08-24,2019-02-01
121174,179117,1,2019-09-03,2018-12-01
123071,179118,4,2019-08-25,2019-05-01
123071,179119,4,2019-08-25,2019-05-01
6620,179120,4,2019-09-07,2019-07-01
8197,179127,4,2019-09-02,2019-06-01
171972,179136,4,2019-09-03,2019-08-01
145879,179139,4,2019-08-25,2019-06-01
125319,179151,4,2019-08-22,2019-07-01
167005,179161,4,2019-09-02,2019-07-01
121333,179171,1,2019-08-22,2019-01-01
168696,179174,4,2020-05-18,2020-04-01
344,179181,5,2019-08-22,2019-08-01
122532,179182,1,2019-09-16,2019-04-01
121390,179194,4,2019-09-15,2019-02-01
120797,179199,4,2019-08-22,2019-07-01
130756,179200,1,2019-08-22,2019-03-01
4071,179203,5,2019-09-02,2019-04-01
135070,179207,4,2019-09-04,2019-08-01
3380,179213,5,2019-08-22,2019-04-01
118866,179232,1,2019-08-22,2019-02-01
806,179257,5,2019-08-22,2019-08-01
4054,179260,5,2019-08-24,2019-06-01
6554,179273,1,2019-09-14,2019-05-01
122021,179274,1,2019-09-16,2019-03-01
3380,179275,5,2019-08-24,2019-04-01
225583,179284,4,2020-02-16,2020-02-01
180070,179286,4,2019-09-14,2019-09-01
121457,179287,1,2019-08-28,2019-03-01
121689,179291,4,2019-09-02,2019-08-01
